crime_type,category,date_reported,time_reported,zone,location_name,latitude,longitude,status,severity,weapon_involved,victim_age,victim_gender,day_of_week,hour_of_day,description
Pickpocketing,Theft,2026-06-21,12:30:00,Zone 2,Old Town Square,13.010793,80.192509,Solved,Low,0,36,Female,Sunday,12,Pickpocketing reported near Central Market.
Drug Possession,Narcotics,2026-03-10,22:45:34,Zone 5,Lakeview Colony,13.026638,80.20373,Pending,Medium,0,65,Male,Tuesday,22,Drug Possession reported near University Gate.
Identity Theft,Cybercrime,2025-10-10,09:17:40,Zone 6,MG Road Junction,13.158236,80.309699,Pending,Medium,0,25,Female,Friday,9,Identity Theft reported near Industrial Estate.
Phishing,Cybercrime,2026-01-02,16:45:38,Zone 2,Riverside Park,13.035763,80.223296,Pending,Low,0,28,Male,Friday,16,Phishing reported near North Bus Depot.
Identity Theft,Cybercrime,2026-07-05,21:57:03,Zone 5,Greenfield Sector 7,13.124634,80.325169,Pending,Medium,0,51,Female,Sunday,21,Identity Theft reported near MG Road Junction.
Drug Possession,Narcotics,2025-09-12,01:53:46,Zone 5,North Bus Depot,13.134272,80.291372,Solved,Critical,1,59,Male,Friday,1,Drug Possession reported near Lakeview Colony.
Homicide,Violent Crime,2025-10-14,18:35:03,Zone 4,Harbor Front,13.057566,80.318755,Solved,Medium,1,41,Male,Tuesday,18,Homicide reported near Old Town Square.
Robbery,Violent Crime,2026-07-06,11:57:30,Zone 4,Railway Station Rd,13.111199,80.266868,Solved,Critical,1,62,Other,Monday,11,Robbery reported near MG Road Junction.
Robbery,Violent Crime,2026-06-05,21:18:24,Zone 5,Lakeview Colony,13.122044,80.32236,Pending,High,1,72,Female,Friday,21,Robbery reported near Lakeview Colony.
Domestic Violence,Violent Crime,2026-04-15,13:48:36,Zone 4,Central Market,13.062848,80.191144,Pending,Medium,0,63,Other,Wednesday,13,Domestic Violence reported near Old Town Square.
Pickpocketing,Theft,2025-10-04,00:58:24,Zone 1,Lakeview Colony,13.08541,80.198447,Solved,High,0,41,Male,Saturday,0,Pickpocketing reported near Lakeview Colony.
Burglary,Theft,2025-10-17,04:40:27,Zone 1,Greenfield Sector 7,13.045257,80.191982,Under Investigation,Medium,0,18,Other,Friday,4,Burglary reported near Central Market.
Burglary,Theft,2025-08-23,06:08:01,Zone 2,Industrial Estate,13.10003,80.244935,Pending,Medium,0,52,Female,Saturday,6,Burglary reported near University Gate.
Drug Possession,Narcotics,2025-09-24,20:25:02,Zone 5,Industrial Estate,13.010626,80.305357,Under Investigation,Low,0,74,Female,Wednesday,20,Drug Possession reported near Old Town Square.
Identity Theft,Cybercrime,2025-08-27,22:02:20,Zone 6,Industrial Estate,13.048433,80.279794,Pending,Medium,0,30,Other,Wednesday,22,Identity Theft reported near Central Market.
Drug Possession,Narcotics,2025-10-08,05:40:22,Zone 1,Lakeview Colony,13.087403,80.236043,Solved,High,0,26,Male,Wednesday,5,Drug Possession reported near Greenfield Sector 7.
Phishing,Cybercrime,2025-11-05,11:20:44,Zone 6,Lakeview Colony,13.067884,80.192631,Solved,Critical,0,69,Male,Wednesday,11,Phishing reported near Old Town Square.
Drug Trafficking,Narcotics,2026-07-11,05:40:09,Zone 5,Central Market,13.123943,80.334988,Solved,Low,0,39,Other,Saturday,5,Drug Trafficking reported near Industrial Estate.
Burglary,Theft,2025-08-02,03:14:43,Zone 1,MG Road Junction,13.118834,80.34288,Solved,Low,0,38,Other,Saturday,3,Burglary reported near Railway Station Rd.
Drug Possession,Narcotics,2026-04-16,04:13:15,Zone 5,Old Town Square,13.097217,80.239915,Solved,Medium,0,62,Other,Thursday,4,Drug Possession reported near Industrial Estate.
Shoplifting,Theft,2025-07-25,14:20:46,Zone 2,Harbor Front,13.076338,80.282327,Under Investigation,Medium,0,52,Other,Friday,14,Shoplifting reported near Lakeview Colony.
Hacking,Cybercrime,2025-09-22,10:24:56,Zone 4,Railway Station Rd,13.022389,80.228308,Pending,High,0,32,Other,Monday,10,Hacking reported near Harbor Front.
Drug Possession,Narcotics,2026-01-05,00:11:15,Zone 5,Old Town Square,13.161711,80.30175,Solved,High,0,31,Male,Monday,0,Drug Possession reported near Harbor Front.
Assault,Violent Crime,2025-09-10,16:15:13,Zone 1,Harbor Front,13.033045,80.321481,Pending,High,1,24,Male,Wednesday,16,Assault reported near Greenfield Sector 7.
Assault,Violent Crime,2026-04-11,23:20:15,Zone 4,Greenfield Sector 7,13.124794,80.321176,Pending,Critical,1,71,Other,Saturday,23,Assault reported near Harbor Front.
Pickpocketing,Theft,2025-11-16,14:45:10,Zone 2,Harbor Front,13.038514,80.276287,Solved,Low,0,27,Male,Sunday,14,Pickpocketing reported near Greenfield Sector 7.
Vehicle Theft,Theft,2026-06-12,14:14:48,Zone 1,Harbor Front,13.13044,80.273303,Solved,Low,0,20,Other,Friday,14,Vehicle Theft reported near Greenfield Sector 7.
Drug Possession,Narcotics,2025-08-05,04:20:55,Zone 5,Railway Station Rd,13.016157,80.325539,Solved,Medium,0,36,Female,Tuesday,4,Drug Possession reported near Greenfield Sector 7.
Burglary,Theft,2025-10-07,06:00:45,Zone 6,Lakeview Colony,13.135874,80.316876,Solved,Critical,0,56,Other,Tuesday,6,Burglary reported near Riverside Park.
Pickpocketing,Theft,2025-11-19,07:04:26,Zone 2,Old Town Square,13.144572,80.271697,Solved,Critical,1,62,Female,Wednesday,7,Pickpocketing reported near MG Road Junction.
Homicide,Violent Crime,2026-06-20,15:02:21,Zone 4,Central Market,13.100998,80.217815,Pending,High,0,62,Male,Saturday,15,Homicide reported near Harbor Front.
Phishing,Cybercrime,2026-05-09,06:43:41,Zone 4,Lakeview Colony,13.141667,80.266419,Pending,High,0,45,Female,Saturday,6,Phishing reported near Riverside Park.
Pickpocketing,Theft,2026-04-26,18:15:45,Zone 3,Lakeview Colony,13.067474,80.319476,Under Investigation,Medium,0,72,Female,Sunday,18,Pickpocketing reported near Lakeview Colony.
Hacking,Cybercrime,2026-03-01,14:41:37,Zone 6,Greenfield Sector 7,13.036119,80.274335,Pending,Low,0,59,Female,Sunday,14,Hacking reported near University Gate.
Phishing,Cybercrime,2026-03-06,21:32:27,Zone 5,MG Road Junction,13.008201,80.309115,Under Investigation,High,0,71,Female,Friday,21,Phishing reported near Greenfield Sector 7.
Robbery,Violent Crime,2025-12-14,13:08:08,Zone 6,Riverside Park,13.121948,80.346758,Solved,Medium,1,61,Other,Sunday,13,Robbery reported near Greenfield Sector 7.
Drug Possession,Narcotics,2025-08-12,04:18:35,Zone 6,Railway Station Rd,13.151946,80.227177,Solved,Low,0,43,Other,Tuesday,4,Drug Possession reported near University Gate.
Burglary,Theft,2025-09-16,15:19:31,Zone 2,Railway Station Rd,13.050727,80.322974,Solved,High,0,63,Other,Tuesday,15,Burglary reported near University Gate.
Robbery,Violent Crime,2026-05-12,16:41:34,Zone 4,Lakeview Colony,13.106529,80.199949,Solved,High,1,49,Male,Tuesday,16,Robbery reported near Lakeview Colony.
Online Fraud,Cybercrime,2025-07-24,13:23:25,Zone 6,Old Town Square,13.051652,80.310315,Pending,Medium,0,41,Male,Thursday,13,Online Fraud reported near Harbor Front.
Trespassing,Public Order,2025-11-30,11:49:50,Zone 3,Railway Station Rd,13.064591,80.332075,Under Investigation,Medium,1,25,Male,Sunday,11,Trespassing reported near Lakeview Colony.
Vehicle Theft,Theft,2025-09-26,11:24:25,Zone 1,Harbor Front,13.023885,80.206533,Pending,Low,1,48,Female,Friday,11,Vehicle Theft reported near Old Town Square.
Trespassing,Public Order,2025-12-23,12:48:22,Zone 3,Old Town Square,13.144855,80.24703,Pending,Critical,0,16,Male,Tuesday,12,Trespassing reported near MG Road Junction.
Homicide,Violent Crime,2025-10-22,21:54:08,Zone 4,Central Market,13.049287,80.199898,Solved,Low,1,25,Male,Wednesday,21,Homicide reported near Old Town Square.
Trespassing,Public Order,2025-09-17,15:18:00,Zone 3,Lakeview Colony,13.025695,80.326385,Under Investigation,Low,0,17,Other,Wednesday,15,Trespassing reported near North Bus Depot.
Vehicle Theft,Theft,2025-11-27,22:26:12,Zone 3,Hilltop Avenue,13.009993,80.290254,Under Investigation,High,0,57,Female,Thursday,22,Vehicle Theft reported near MG Road Junction.
Shoplifting,Theft,2026-06-21,14:34:14,Zone 2,Harbor Front,13.007563,80.288094,Solved,High,0,53,Male,Sunday,14,Shoplifting reported near Greenfield Sector 7.
Drug Trafficking,Narcotics,2025-09-13,21:58:52,Zone 4,Hilltop Avenue,13.145952,80.331122,Under Investigation,Low,0,33,Male,Saturday,21,Drug Trafficking reported near North Bus Depot.
Public Intoxication,Public Order,2025-10-20,12:58:02,Zone 3,Hilltop Avenue,13.076946,80.24733,Pending,Medium,0,16,Other,Monday,12,Public Intoxication reported near Industrial Estate.
Homicide,Violent Crime,2025-08-04,22:37:53,Zone 4,University Gate,13.10317,80.278461,Solved,Medium,1,55,Female,Monday,22,Homicide reported near Old Town Square.
Burglary,Theft,2026-05-30,20:38:48,Zone 2,Old Town Square,13.025086,80.273994,Pending,Medium,1,25,Male,Saturday,20,Burglary reported near North Bus Depot.
Trespassing,Public Order,2025-11-22,11:27:29,Zone 1,Lakeview Colony,13.060712,80.249148,Solved,High,0,63,Female,Saturday,11,Trespassing reported near Harbor Front.
Assault,Violent Crime,2025-11-01,21:08:53,Zone 5,Old Town Square,13.09972,80.316573,Pending,High,1,22,Other,Saturday,21,Assault reported near Lakeview Colony.
Burglary,Theft,2026-04-20,01:41:23,Zone 2,Railway Station Rd,13.118311,80.250979,Pending,Medium,0,34,Other,Monday,1,Burglary reported near North Bus Depot.
Vandalism,Public Order,2025-07-23,14:11:53,Zone 1,Hilltop Avenue,13.097157,80.295853,Solved,Medium,0,75,Male,Wednesday,14,Vandalism reported near Railway Station Rd.
Drug Trafficking,Narcotics,2026-05-01,20:52:21,Zone 5,Riverside Park,13.0928,80.256991,Under Investigation,Medium,0,31,Male,Friday,20,Drug Trafficking reported near Railway Station Rd.
Hacking,Cybercrime,2026-05-16,14:37:01,Zone 6,Greenfield Sector 7,13.159611,80.332125,Pending,Low,0,19,Male,Saturday,14,Hacking reported near University Gate.
Homicide,Violent Crime,2025-07-15,19:28:03,Zone 4,University Gate,13.110076,80.27905,Pending,Critical,1,32,Male,Tuesday,19,Homicide reported near Harbor Front.
Homicide,Violent Crime,2026-02-06,19:04:52,Zone 4,North Bus Depot,13.143264,80.277843,Pending,High,0,45,Other,Friday,19,Homicide reported near Central Market.
Hacking,Cybercrime,2025-09-11,13:19:23,Zone 3,Lakeview Colony,13.084288,80.288064,Solved,Medium,0,68,Other,Thursday,13,Hacking reported near North Bus Depot.
Drug Trafficking,Narcotics,2025-12-18,10:55:09,Zone 5,Harbor Front,13.156218,80.30034,Pending,Low,0,22,Male,Thursday,10,Drug Trafficking reported near Central Market.
Drug Possession,Narcotics,2025-08-26,19:35:56,Zone 6,Harbor Front,13.131865,80.206663,Pending,High,0,40,Other,Tuesday,19,Drug Possession reported near Central Market.
Pickpocketing,Theft,2026-07-12,11:48:54,Zone 5,Railway Station Rd,13.157216,80.196564,Solved,Low,0,65,Male,Sunday,11,Pickpocketing reported near Greenfield Sector 7.
Drug Possession,Narcotics,2026-03-24,22:32:42,Zone 5,North Bus Depot,13.151452,80.260565,Under Investigation,Low,1,61,Female,Tuesday,22,Drug Possession reported near MG Road Junction.
Domestic Violence,Violent Crime,2025-10-27,15:33:50,Zone 4,MG Road Junction,13.119437,80.226746,Pending,Critical,0,67,Female,Monday,15,Domestic Violence reported near Railway Station Rd.
Robbery,Violent Crime,2026-05-25,13:40:02,Zone 2,Harbor Front,13.111715,80.313521,Solved,High,1,21,Other,Monday,13,Robbery reported near Railway Station Rd.
Homicide,Violent Crime,2025-07-18,12:19:23,Zone 5,Railway Station Rd,13.159797,80.276683,Solved,Medium,0,19,Other,Friday,12,Homicide reported near University Gate.
Homicide,Violent Crime,2026-06-21,15:28:07,Zone 1,University Gate,13.054588,80.310708,Pending,Critical,1,18,Other,Sunday,15,Homicide reported near Harbor Front.
Trespassing,Public Order,2025-11-29,03:56:09,Zone 4,Hilltop Avenue,13.039839,80.346464,Solved,High,0,34,Female,Saturday,3,Trespassing reported near Lakeview Colony.
Phishing,Cybercrime,2026-03-19,17:27:19,Zone 4,Industrial Estate,13.133005,80.201323,Solved,Low,0,46,Male,Thursday,17,Phishing reported near Railway Station Rd.
Shoplifting,Theft,2025-09-20,10:45:58,Zone 5,Hilltop Avenue,13.028327,80.336302,Solved,Medium,0,41,Other,Saturday,10,Shoplifting reported near University Gate.
Assault,Violent Crime,2026-01-27,14:45:42,Zone 2,Lakeview Colony,13.051388,80.216888,Solved,Critical,0,70,Other,Tuesday,14,Assault reported near Industrial Estate.
Shoplifting,Theft,2025-10-14,14:51:24,Zone 1,Railway Station Rd,13.006535,80.26535,Solved,Low,0,61,Female,Tuesday,14,Shoplifting reported near Lakeview Colony.
Identity Theft,Cybercrime,2025-10-11,15:58:40,Zone 2,Lakeview Colony,13.080629,80.309216,Pending,High,0,20,Female,Saturday,15,Identity Theft reported near MG Road Junction.
Vandalism,Public Order,2026-04-23,16:06:25,Zone 3,North Bus Depot,13.093027,80.202189,Under Investigation,High,0,66,Female,Thursday,16,Vandalism reported near Old Town Square.
Phishing,Cybercrime,2025-07-19,06:35:13,Zone 6,Riverside Park,13.113739,80.320438,Pending,Low,0,53,Other,Saturday,6,Phishing reported near Riverside Park.
Drug Possession,Narcotics,2026-04-04,20:27:54,Zone 5,Lakeview Colony,13.104206,80.345779,Pending,Medium,0,61,Male,Saturday,20,Drug Possession reported near Central Market.
Public Intoxication,Public Order,2025-11-26,06:47:24,Zone 5,University Gate,13.161092,80.256918,Under Investigation,Critical,0,41,Male,Wednesday,6,Public Intoxication reported near Old Town Square.
Burglary,Theft,2026-05-12,15:14:17,Zone 2,Lakeview Colony,13.100895,80.277775,Pending,Low,1,51,Male,Tuesday,15,Burglary reported near Lakeview Colony.
Assault,Violent Crime,2026-05-28,22:39:04,Zone 4,MG Road Junction,13.055084,80.292406,Solved,Medium,1,55,Male,Thursday,22,Assault reported near North Bus Depot.
Phishing,Cybercrime,2025-11-23,20:58:23,Zone 2,MG Road Junction,13.072185,80.239847,Solved,High,0,23,Other,Sunday,20,Phishing reported near Lakeview Colony.
Burglary,Theft,2026-01-03,03:37:50,Zone 2,Industrial Estate,13.12277,80.30831,Pending,Medium,1,53,Male,Saturday,3,Burglary reported near Harbor Front.
Pickpocketing,Theft,2026-01-05,17:19:38,Zone 2,Industrial Estate,13.009897,80.225313,Under Investigation,High,0,16,Male,Monday,17,Pickpocketing reported near University Gate.
Trespassing,Public Order,2026-04-01,20:59:43,Zone 3,North Bus Depot,13.043631,80.278592,Under Investigation,Medium,0,52,Male,Wednesday,20,Trespassing reported near Old Town Square.
Assault,Violent Crime,2026-03-08,12:46:47,Zone 4,Industrial Estate,13.114021,80.250507,Solved,High,1,21,Male,Sunday,12,Assault reported near Old Town Square.
Trespassing,Public Order,2025-10-24,18:20:13,Zone 6,North Bus Depot,13.012864,80.330676,Solved,Low,0,44,Female,Friday,18,Trespassing reported near Harbor Front.
Robbery,Violent Crime,2026-06-19,21:32:03,Zone 4,North Bus Depot,13.012264,80.306394,Solved,High,1,53,Male,Friday,21,Robbery reported near Industrial Estate.
Online Fraud,Cybercrime,2025-12-06,12:10:40,Zone 1,Hilltop Avenue,13.019322,80.31873,Pending,Medium,0,45,Male,Saturday,12,Online Fraud reported near MG Road Junction.
Drug Trafficking,Narcotics,2025-12-11,01:48:29,Zone 5,Lakeview Colony,13.136932,80.255747,Solved,Medium,0,68,Other,Thursday,1,Drug Trafficking reported near Harbor Front.
Vehicle Theft,Theft,2026-01-07,07:47:12,Zone 2,Lakeview Colony,13.004658,80.196018,Under Investigation,Low,0,71,Female,Wednesday,7,Vehicle Theft reported near Harbor Front.
Shoplifting,Theft,2026-05-07,09:06:06,Zone 6,Central Market,13.048984,80.215244,Solved,Low,0,32,Female,Thursday,9,Shoplifting reported near University Gate.
Vehicle Theft,Theft,2025-12-22,19:13:54,Zone 5,Industrial Estate,13.12113,80.213204,Solved,Low,0,30,Other,Monday,19,Vehicle Theft reported near Riverside Park.
Shoplifting,Theft,2026-01-04,15:06:42,Zone 2,Hilltop Avenue,13.120966,80.311901,Solved,High,0,35,Male,Sunday,15,Shoplifting reported near North Bus Depot.
Drug Possession,Narcotics,2025-08-22,04:33:24,Zone 5,Industrial Estate,13.155557,80.209379,Pending,Low,0,69,Female,Friday,4,Drug Possession reported near Harbor Front.
Vandalism,Public Order,2026-02-11,16:19:49,Zone 3,Hilltop Avenue,13.131365,80.288206,Solved,Low,0,43,Female,Wednesday,16,Vandalism reported near North Bus Depot.
Vandalism,Public Order,2025-09-20,10:48:29,Zone 3,Greenfield Sector 7,13.104565,80.266469,Solved,High,0,51,Other,Saturday,10,Vandalism reported near Harbor Front.
Public Intoxication,Public Order,2026-03-19,14:49:05,Zone 3,Industrial Estate,13.056237,80.21911,Solved,Low,1,52,Male,Thursday,14,Public Intoxication reported near Old Town Square.
Vandalism,Public Order,2026-01-08,22:32:03,Zone 4,Industrial Estate,13.101834,80.257349,Pending,Low,0,30,Male,Thursday,22,Vandalism reported near Lakeview Colony.
Homicide,Violent Crime,2025-12-02,23:25:27,Zone 5,University Gate,13.117849,80.297408,Pending,Medium,1,75,Female,Tuesday,23,Homicide reported near Riverside Park.
Drug Trafficking,Narcotics,2026-03-11,03:56:58,Zone 6,Industrial Estate,13.115832,80.349082,Solved,Medium,0,46,Male,Wednesday,3,Drug Trafficking reported near Riverside Park.
Hacking,Cybercrime,2026-04-06,13:14:20,Zone 6,Hilltop Avenue,13.046133,80.34113,Pending,Low,0,63,Female,Monday,13,Hacking reported near North Bus Depot.
Vandalism,Public Order,2025-12-26,07:36:30,Zone 6,Harbor Front,13.097138,80.228518,Pending,Medium,1,20,Female,Friday,7,Vandalism reported near Central Market.
Drug Possession,Narcotics,2026-05-25,22:32:41,Zone 3,Railway Station Rd,13.034177,80.264605,Under Investigation,Low,0,24,Female,Monday,22,Drug Possession reported near MG Road Junction.
Vehicle Theft,Theft,2026-02-25,14:52:30,Zone 4,Old Town Square,13.156128,80.335314,Solved,Low,1,52,Male,Wednesday,14,Vehicle Theft reported near Central Market.
Hacking,Cybercrime,2026-04-06,18:50:49,Zone 2,University Gate,13.073423,80.220131,Under Investigation,Medium,0,53,Other,Monday,18,Hacking reported near Riverside Park.
Identity Theft,Cybercrime,2025-12-21,22:12:38,Zone 4,Greenfield Sector 7,13.020122,80.212891,Under Investigation,High,0,56,Female,Sunday,22,Identity Theft reported near MG Road Junction.
Shoplifting,Theft,2025-10-31,23:07:11,Zone 2,Greenfield Sector 7,13.105425,80.303103,Pending,Low,0,42,Female,Friday,23,Shoplifting reported near Harbor Front.
Burglary,Theft,2026-03-26,07:07:02,Zone 1,Central Market,13.019481,80.253041,Pending,Low,0,41,Other,Thursday,7,Burglary reported near North Bus Depot.
Drug Possession,Narcotics,2026-06-05,03:17:17,Zone 5,Harbor Front,13.037171,80.337523,Under Investigation,Low,0,33,Other,Friday,3,Drug Possession reported near Central Market.
Trespassing,Public Order,2025-10-10,05:03:04,Zone 3,Hilltop Avenue,13.141096,80.26968,Solved,Low,0,21,Male,Friday,5,Trespassing reported near Lakeview Colony.
Drug Possession,Narcotics,2026-07-04,21:41:57,Zone 1,Lakeview Colony,13.150332,80.333681,Under Investigation,Low,0,70,Female,Saturday,21,Drug Possession reported near Central Market.
Vehicle Theft,Theft,2025-09-01,01:18:09,Zone 4,Industrial Estate,13.022219,80.326001,Pending,Low,0,35,Other,Monday,1,Vehicle Theft reported near Old Town Square.
Homicide,Violent Crime,2026-04-06,16:44:30,Zone 2,North Bus Depot,13.093176,80.298108,Pending,High,1,74,Other,Monday,16,Homicide reported near Lakeview Colony.
Pickpocketing,Theft,2026-05-27,17:07:13,Zone 1,MG Road Junction,13.143005,80.315931,Under Investigation,Low,0,24,Female,Wednesday,17,Pickpocketing reported near Railway Station Rd.
Assault,Violent Crime,2026-02-18,06:53:34,Zone 6,Central Market,13.0762,80.29182,Under Investigation,Medium,1,65,Other,Wednesday,6,Assault reported near North Bus Depot.
Homicide,Violent Crime,2025-11-06,13:27:12,Zone 4,Railway Station Rd,13.099531,80.228915,Under Investigation,Critical,0,35,Other,Thursday,13,Homicide reported near Central Market.
Shoplifting,Theft,2026-04-21,15:07:22,Zone 6,Industrial Estate,13.048133,80.198362,Solved,Medium,0,19,Female,Tuesday,15,Shoplifting reported near Greenfield Sector 7.
Online Fraud,Cybercrime,2025-12-30,09:16:52,Zone 6,Railway Station Rd,13.057803,80.217455,Pending,Low,0,63,Female,Tuesday,9,Online Fraud reported near Central Market.
Shoplifting,Theft,2026-02-21,16:04:59,Zone 1,Industrial Estate,13.115914,80.2841,Pending,Medium,0,43,Female,Saturday,16,Shoplifting reported near Greenfield Sector 7.
Trespassing,Public Order,2026-03-25,01:06:37,Zone 3,Lakeview Colony,13.161165,80.302821,Under Investigation,Low,0,29,Female,Wednesday,1,Trespassing reported near Industrial Estate.
Drug Possession,Narcotics,2026-04-12,17:05:29,Zone 5,Old Town Square,13.02767,80.255373,Solved,Medium,0,40,Male,Sunday,17,Drug Possession reported near Railway Station Rd.
Shoplifting,Theft,2025-08-16,05:14:00,Zone 1,Old Town Square,13.160593,80.251192,Under Investigation,Medium,1,18,Other,Saturday,5,Shoplifting reported near Hilltop Avenue.
Vehicle Theft,Theft,2026-07-14,23:26:26,Zone 4,Railway Station Rd,13.089339,80.200139,Pending,Low,1,24,Other,Tuesday,23,Vehicle Theft reported near Riverside Park.
Burglary,Theft,2026-04-08,16:07:22,Zone 1,Riverside Park,13.141929,80.296236,Solved,Low,0,51,Male,Wednesday,16,Burglary reported near Old Town Square.
Pickpocketing,Theft,2026-01-30,13:22:38,Zone 1,Hilltop Avenue,13.097269,80.238246,Pending,Low,0,33,Female,Friday,13,Pickpocketing reported near Greenfield Sector 7.
Vehicle Theft,Theft,2025-07-21,21:22:42,Zone 1,Railway Station Rd,13.007452,80.327179,Under Investigation,Medium,0,75,Male,Monday,21,Vehicle Theft reported near Riverside Park.
Online Fraud,Cybercrime,2026-07-12,06:40:44,Zone 6,Greenfield Sector 7,13.152461,80.248201,Under Investigation,Medium,0,64,Female,Sunday,6,Online Fraud reported near Hilltop Avenue.
Vehicle Theft,Theft,2026-06-09,20:06:39,Zone 2,Industrial Estate,13.048732,80.329376,Solved,High,0,71,Male,Tuesday,20,Vehicle Theft reported near Hilltop Avenue.
Identity Theft,Cybercrime,2025-11-17,09:29:18,Zone 1,Harbor Front,13.119942,80.291309,Solved,Medium,0,48,Other,Monday,9,Identity Theft reported near Hilltop Avenue.
Drug Trafficking,Narcotics,2026-03-24,08:58:35,Zone 5,Central Market,13.105496,80.345591,Pending,Medium,0,58,Male,Tuesday,8,Drug Trafficking reported near Central Market.
Drug Trafficking,Narcotics,2026-03-10,20:25:38,Zone 2,Railway Station Rd,13.094813,80.24173,Solved,Low,0,66,Female,Tuesday,20,Drug Trafficking reported near Greenfield Sector 7.
Drug Possession,Narcotics,2025-10-11,02:57:47,Zone 5,Old Town Square,13.002806,80.257756,Solved,Critical,0,38,Male,Saturday,2,Drug Possession reported near Hilltop Avenue.
Vandalism,Public Order,2026-01-04,20:24:21,Zone 5,MG Road Junction,13.069961,80.229195,Solved,Medium,0,21,Female,Sunday,20,Vandalism reported near Industrial Estate.
Vehicle Theft,Theft,2026-03-23,15:04:19,Zone 2,Old Town Square,13.096739,80.278994,Solved,Low,0,28,Female,Monday,15,Vehicle Theft reported near University Gate.
Domestic Violence,Violent Crime,2026-02-15,13:49:53,Zone 4,Old Town Square,13.082524,80.336204,Solved,Medium,1,59,Male,Sunday,13,Domestic Violence reported near North Bus Depot.
Identity Theft,Cybercrime,2026-04-18,07:00:49,Zone 6,University Gate,13.007806,80.203503,Solved,Medium,0,37,Female,Saturday,7,Identity Theft reported near North Bus Depot.
Identity Theft,Cybercrime,2026-02-04,06:37:59,Zone 4,MG Road Junction,13.007307,80.218559,Under Investigation,Medium,0,26,Female,Wednesday,6,Identity Theft reported near Riverside Park.
Vandalism,Public Order,2026-03-29,19:39:50,Zone 3,Industrial Estate,13.05677,80.286665,Under Investigation,Low,1,56,Other,Sunday,19,Vandalism reported near Riverside Park.
Drug Possession,Narcotics,2026-02-23,22:08:38,Zone 5,Riverside Park,13.072313,80.220111,Solved,High,0,22,Female,Monday,22,Drug Possession reported near Old Town Square.
Assault,Violent Crime,2026-02-12,15:34:59,Zone 2,Lakeview Colony,13.125756,80.335528,Solved,High,0,40,Other,Thursday,15,Assault reported near North Bus Depot.
Pickpocketing,Theft,2026-03-25,17:48:02,Zone 4,Hilltop Avenue,13.158088,80.210078,Solved,Low,0,65,Female,Wednesday,17,Pickpocketing reported near MG Road Junction.
Pickpocketing,Theft,2026-05-28,02:36:15,Zone 2,Greenfield Sector 7,13.105578,80.224563,Pending,Medium,0,19,Male,Thursday,2,Pickpocketing reported near MG Road Junction.
Identity Theft,Cybercrime,2025-12-08,09:11:53,Zone 6,Central Market,13.057182,80.305187,Pending,Medium,0,48,Other,Monday,9,Identity Theft reported near Industrial Estate.
Phishing,Cybercrime,2025-11-27,23:51:57,Zone 3,North Bus Depot,13.02552,80.190775,Solved,High,0,24,Other,Thursday,23,Phishing reported near North Bus Depot.
Public Intoxication,Public Order,2025-10-16,11:24:18,Zone 1,Greenfield Sector 7,13.073275,80.23677,Pending,Low,0,34,Female,Thursday,11,Public Intoxication reported near North Bus Depot.
Vehicle Theft,Theft,2025-08-06,23:27:26,Zone 6,Lakeview Colony,13.11654,80.245097,Pending,Low,0,20,Male,Wednesday,23,Vehicle Theft reported near MG Road Junction.
Drug Possession,Narcotics,2025-07-22,04:35:03,Zone 5,Central Market,13.067785,80.202569,Solved,Medium,0,59,Male,Tuesday,4,Drug Possession reported near Lakeview Colony.
Vandalism,Public Order,2025-12-30,21:40:27,Zone 4,Industrial Estate,13.03542,80.230072,Solved,Low,0,53,Male,Tuesday,21,Vandalism reported near Central Market.
Shoplifting,Theft,2025-08-18,10:14:58,Zone 2,MG Road Junction,13.082377,80.204,Solved,High,0,17,Other,Monday,10,Shoplifting reported near North Bus Depot.
Robbery,Violent Crime,2026-03-14,10:16:27,Zone 4,Riverside Park,13.057833,80.296093,Pending,High,1,46,Other,Saturday,10,Robbery reported near University Gate.
Trespassing,Public Order,2025-10-06,21:31:26,Zone 3,Riverside Park,13.0575,80.202153,Under Investigation,Critical,1,18,Male,Monday,21,Trespassing reported near Central Market.
Pickpocketing,Theft,2026-01-17,15:25:18,Zone 3,Central Market,13.032138,80.261919,Under Investigation,Medium,0,67,Male,Saturday,15,Pickpocketing reported near Railway Station Rd.
Identity Theft,Cybercrime,2026-03-26,11:53:23,Zone 2,Lakeview Colony,13.110323,80.240942,Pending,High,0,32,Other,Thursday,11,Identity Theft reported near Railway Station Rd.
Drug Trafficking,Narcotics,2026-04-26,03:51:36,Zone 5,Industrial Estate,13.048777,80.249517,Pending,Low,0,16,Female,Sunday,3,Drug Trafficking reported near Greenfield Sector 7.
Public Intoxication,Public Order,2025-12-31,23:54:07,Zone 2,Lakeview Colony,13.025579,80.298247,Pending,High,0,61,Female,Wednesday,23,Public Intoxication reported near Riverside Park.
Phishing,Cybercrime,2025-09-04,14:13:16,Zone 5,Central Market,13.11227,80.233787,Solved,Low,0,35,Female,Thursday,14,Phishing reported near Harbor Front.
Robbery,Violent Crime,2026-04-07,22:29:35,Zone 3,Old Town Square,13.160135,80.301032,Pending,Critical,1,74,Female,Tuesday,22,Robbery reported near Railway Station Rd.
